customer_id,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,split,has_international_plan,has_voice_mail_plan,total_minutes,total_calls,total_charges,monthly_revenue,estimated_remaining_months,estimated_clv,feedback_text,feedback_category,sentiment,complaint_intensity
CUST_000786,SC,38,415,No,Yes,31,197.2,118,33.52,249.9,70,21.24,298.9,104,13.45,3.9,2,1.05,0,0,train,0,1,749.9,294,69.26,69.26,18,1246.68,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000787,MI,45,510,No,Yes,26,91.7,104,15.59,150.6,119,12.8,63.3,103,2.85,7.7,5,2.08,1,0,train,0,1,313.3,331,33.32,33.32,6,199.92,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000788,TN,70,510,No,No,0,126.3,99,21.47,141.6,106,12.04,255.9,96,11.52,9.6,2,2.59,0,0,train,0,0,533.4,303,47.620000000000005,47.620000000000005,6,285.72,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000789,NY,147,510,No,Yes,33,251.5,107,42.76,234.1,110,19.9,213.4,87,9.6,10.4,6,2.81,3,0,train,0,1,709.4,310,75.07,75.07,18,1351.26,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000790,NV,94,510,No,No,0,190.6,108,32.4,152.3,95,12.95,144.7,97,6.51,7.5,5,2.03,1,0,train,0,0,495.1,305,53.88999999999999,53.88999999999999,6,323.34,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000791,IL,179,510,No,No,0,116.1,101,19.74,201.8,99,17.15,181.9,103,8.19,11.6,5,3.13,0,0,train,0,0,511.4,308,48.21,48.21,6,289.26,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000792,ND,59,510,No,No,0,179.4,80,30.5,232.5,99,19.76,175.8,105,7.91,14.7,3,3.97,0,0,train,0,0,602.4000000000001,287,62.14,62.14,12,745.68,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000793,NC,165,415,No,No,0,207.7,109,35.31,164.8,94,14.01,54.5,91,2.45,7.9,3,2.13,0,0,train,0,0,434.9,297,53.900000000000006,53.900000000000006,6,323.4,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000794,MI,133,408,No,No,0,277.3,138,47.14,228.4,117,19.41,117.3,103,5.28,12.8,4,3.46,2,1,train,0,0,635.8,362,75.28999999999999,75.28999999999999,18,1355.22,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000795,TN,140,415,No,No,0,125.3,84,21.3,167.6,121,14.25,260.6,94,11.73,8.4,4,2.27,1,0,train,0,0,561.9,303,49.55,49.55,6,297.3,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000796,VT,93,408,No,Yes,32,138.1,91,23.48,167.3,72,14.22,238.9,115,10.75,6.8,3,1.84,2,0,train,0,1,551.0999999999999,281,50.290000000000006,50.290000000000006,6,301.74,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000797,DE,64,415,No,Yes,27,201.3,101,34.22,143.8,89,12.22,150.2,127,6.76,12.3,3,3.32,1,0,train,0,1,507.6,320,56.52,56.52,12,678.24,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000798,OR,48,415,No,No,0,190.4,92,32.37,317.5,85,26.99,133.4,113,6.0,8.3,4,2.24,2,0,train,0,0,649.5999999999999,294,67.6,67.6,18,1216.8,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000799,NY,181,408,No,No,0,143.3,91,24.36,195.5,58,16.62,223.3,95,10.05,6.0,7,1.62,1,0,train,0,0,568.1,251,52.65,52.65,6,315.9,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000800,MO,168,415,No,Yes,42,97.4,57,16.56,203.6,98,17.31,173.9,124,7.83,11.4,2,3.08,2,0,train,0,1,486.2999999999999,281,44.779999999999994,44.779999999999994,6,268.68,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000801,FL,155,415,No,No,0,181.4,111,30.84,167.7,92,14.25,168.5,122,7.58,11.3,3,3.05,3,0,train,0,0,528.9,328,55.72,55.72,12,668.64,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000802,NY,11,415,No,No,0,143.4,130,24.38,289.4,50,24.6,194.0,100,8.73,9.7,6,2.62,2,0,train,0,0,636.5,286,60.330000000000005,60.330000000000005,12,723.96,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000803,ND,182,415,No,No,0,104.9,111,17.83,198.5,120,16.87,258.2,91,11.62,8.0,5,2.16,2,0,train,0,0,569.5999999999999,327,48.48,48.48,6,290.88,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000804,OH,102,415,No,No,0,114.8,125,19.52,81.9,126,6.96,304.3,101,13.69,12.0,4,3.24,0,0,train,0,0,513.0,356,43.41,43.41,6,260.46,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000805,AL,122,415,No,No,0,232.5,96,39.53,205.5,120,17.47,213.7,91,9.62,11.9,2,3.21,0,0,train,0,0,663.6,309,69.83,69.83,18,1256.94,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000806,SC,41,415,No,No,0,143.6,117,24.41,152.4,108,12.95,194.4,110,8.75,8.6,3,2.32,1,0,train,0,0,499.0,338,48.43,48.43,6,290.58,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000807,GA,132,415,No,No,0,176.7,132,30.04,244.1,80,20.75,176.3,120,7.93,9.1,4,2.46,2,0,train,0,0,606.1999999999999,336,61.18,61.18,12,734.16,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000808,WY,76,415,No,No,0,263.4,148,44.78,230.3,69,19.58,170.6,101,7.68,11.4,5,3.08,1,1,train,0,0,675.6999999999999,323,75.11999999999999,75.11999999999999,18,1352.16,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000809,HI,115,415,No,Yes,33,145.0,72,24.65,194.5,157,16.53,242.3,138,10.9,14.2,3,3.83,2,0,train,0,1,596.0,370,55.91,55.91,12,670.92,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000810,LA,154,510,No,No,0,166.9,99,28.37,154.9,97,13.17,189.4,89,8.52,7.2,5,1.94,0,0,train,0,0,518.4000000000001,290,52.0,52.0,6,312.0,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000811,AR,100,510,No,No,0,142.5,87,24.23,195.7,88,16.63,122.1,117,5.49,7.8,8,2.11,2,0,train,0,0,468.1,300,48.46,48.46,6,290.76,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000812,AK,146,510,Yes,No,0,133.0,65,22.61,262.8,93,22.34,214.3,128,9.64,11.2,3,3.02,1,0,train,1,0,621.3000000000001,289,57.61000000000001,57.61000000000001,12,691.32,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_000813,AL,67,415,No,Yes,28,95.0,94,16.15,291.2,73,24.75,159.6,114,7.18,10.0,2,2.7,2,0,train,0,1,555.8,283,50.78,50.78,6,304.68,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000814,UT,161,510,Yes,No,0,194.2,106,33.01,249.4,105,21.2,254.9,129,11.47,12.9,1,3.48,1,1,train,1,0,711.4,341,69.16,69.16,18,1244.88,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000815,KS,70,415,No,No,0,222.8,114,37.88,215.9,113,18.35,223.5,122,10.06,0.0,0,0.0,1,0,train,0,0,662.2,349,66.29,66.29,18,1193.22,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000816,VA,99,415,No,Yes,42,216.0,125,36.72,232.3,104,19.75,215.5,100,9.7,9.3,4,2.51,2,1,train,0,1,673.0999999999999,333,68.68,68.68,18,1236.24,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000817,UT,87,415,No,No,0,146.3,108,24.87,171.8,102,14.6,167.5,66,7.54,5.3,9,1.43,1,0,train,0,0,490.9,285,48.44,48.44,6,290.64,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000818,IN,87,510,No,No,0,234.8,85,39.92,140.9,91,11.98,204.3,93,9.19,9.5,5,2.57,1,0,train,0,0,589.5,274,63.66,63.66,12,763.92,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000819,CT,70,408,No,No,0,198.6,111,33.76,213.9,115,18.18,171.2,105,7.7,10.6,6,2.86,2,0,train,0,0,594.3000000000001,337,62.5,62.5,12,750.0,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000820,MO,119,408,No,Yes,32,142.6,77,24.24,208.2,126,17.7,171.0,102,7.69,12.0,2,3.24,3,0,train,0,1,533.8,307,52.87,52.87,6,317.22,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000821,RI,87,510,Yes,No,0,134.2,80,22.81,165.0,71,14.03,173.1,102,7.79,10.7,5,2.89,0,0,train,1,0,482.99999999999994,258,47.52,47.52,6,285.12,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_000822,CA,112,415,No,No,0,111.9,92,19.02,114.0,143,9.69,146.8,79,6.61,14.1,3,3.81,5,1,train,0,0,386.80000000000007,317,39.13,39.13,6,234.78,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000823,RI,75,415,No,No,0,122.8,89,20.88,211.3,104,17.96,261.4,91,11.76,10.7,2,2.89,2,0,train,0,0,606.2,286,53.49,53.49,6,320.94,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000824,CT,150,510,No,No,0,189.3,77,32.18,220.9,105,18.78,238.7,117,10.74,9.2,5,2.48,4,0,train,0,0,658.1000000000001,304,64.18,64.18,18,1155.24,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000825,IN,161,510,No,Yes,38,240.4,112,40.87,201.8,102,17.15,206.1,112,9.27,16.1,6,4.35,0,0,train,0,1,664.4000000000001,332,71.63999999999999,71.63999999999999,18,1289.52,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000826,FL,91,510,Yes,Yes,24,93.5,112,15.9,183.4,128,15.59,240.7,133,10.83,9.9,3,2.67,0,0,train,1,1,527.4999999999999,376,44.99,44.99,6,269.94,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000827,KS,124,415,No,No,0,158.6,104,26.96,211.2,77,17.95,179.3,104,8.07,10.2,8,2.75,3,0,train,0,0,559.3,293,55.73,55.73,12,668.76,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000828,RI,158,510,No,No,0,220.9,129,37.55,242.2,108,20.59,233.3,75,10.5,6.4,5,1.73,0,0,train,0,0,702.8000000000001,317,70.37,70.37,18,1266.66,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000829,NV,102,415,No,No,0,144.4,87,24.55,266.5,128,22.65,217.6,59,9.79,7.1,7,1.92,0,0,train,0,0,635.6,281,58.91,58.91,12,706.92,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000830,UT,85,510,No,No,0,212.3,107,36.09,228.4,103,19.41,163.3,116,7.35,7.7,3,2.08,0,0,train,0,0,611.7,329,64.93,64.93,18,1168.74,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000831,OK,79,510,No,No,0,147.0,72,24.99,165.7,102,14.08,243.2,107,10.94,8.4,9,2.27,1,0,train,0,0,564.3,290,52.28,52.28,6,313.68,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000832,MN,139,510,No,Yes,25,96.2,112,16.35,178.9,70,15.21,182.1,84,8.19,12.9,10,3.48,2,0,train,0,1,470.1,276,43.23,43.23,6,259.38,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000833,NC,103,415,No,No,0,263.4,118,44.78,179.1,69,15.22,214.7,112,9.66,10.3,2,2.78,0,0,train,0,0,667.5,301,72.44,72.44,18,1303.92,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000834,OR,98,415,Yes,No,0,12.5,67,2.13,256.6,90,21.81,169.4,88,7.62,7.7,9,2.08,1,0,train,1,0,446.2,254,33.64,33.64,6,201.84,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000835,NH,78,408,No,No,0,162.3,116,27.59,192.4,86,16.35,240.6,100,10.83,10.1,3,2.73,2,0,train,0,0,605.4000000000001,305,57.49999999999999,57.49999999999999,12,690.0,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000836,AK,50,408,No,No,0,183.6,107,31.21,58.6,118,4.98,202.6,99,9.12,8.7,3,2.35,1,0,train,0,0,453.49999999999994,327,47.66,47.66,6,285.96,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000837,WV,86,415,No,Yes,38,123.0,158,20.91,133.9,119,11.38,138.2,103,6.22,13.3,4,3.59,1,0,train,0,1,408.4,384,42.099999999999994,42.099999999999994,6,252.6,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000838,GA,92,510,No,No,0,208.0,125,35.36,198.9,76,16.91,76.4,97,3.44,8.6,6,2.32,0,0,train,0,0,491.9,304,58.029999999999994,58.029999999999994,12,696.36,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000839,NM,174,415,No,No,0,239.2,72,40.66,188.5,124,16.02,105.6,116,4.75,8.8,3,2.38,1,0,train,0,0,542.0999999999999,315,63.809999999999995,63.809999999999995,18,1148.58,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000840,OH,124,510,No,No,0,193.0,97,32.81,89.8,99,7.63,172.8,104,7.78,15.3,3,4.13,1,0,train,0,0,470.9,303,52.35000000000001,52.35000000000001,6,314.1,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000841,RI,190,415,No,Yes,26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1,0,train,0,1,447.6,265,42.790000000000006,42.790000000000006,6,256.74,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000842,HI,101,510,No,No,0,93.8,127,15.95,150.0,104,12.75,241.1,116,10.85,10.7,2,2.89,1,0,train,0,0,495.6,349,42.44,42.44,6,254.64,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000843,WY,185,415,Yes,Yes,30,154.1,114,26.2,118.7,106,10.09,258.4,105,11.63,12.9,3,3.48,2,0,train,1,1,544.1,328,51.4,51.4,6,308.4,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_000844,NY,68,415,No,Yes,29,239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,9.9,6,2.67,0,0,train,0,1,621.0,263,68.26,68.26,18,1228.68,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000845,KS,117,510,No,Yes,25,216.0,140,36.72,224.1,69,19.05,267.9,112,12.06,11.8,4,3.19,0,0,train,0,1,719.8,325,71.02,71.02,18,1278.36,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000846,LA,118,408,No,No,0,187.4,97,31.86,177.8,89,15.11,233.4,97,10.5,12.2,6,3.29,1,0,train,0,0,610.8000000000001,289,60.76,60.76,12,729.12,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000847,PA,124,415,No,No,0,167.4,119,28.46,233.2,143,19.82,109.6,115,4.93,10.3,5,2.78,0,0,train,0,0,520.5,382,55.99,55.99,12,671.88,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000848,NV,22,510,No,No,0,160.4,108,27.27,218.1,88,18.54,192.9,115,8.68,12.5,4,3.38,1,0,train,0,0,583.9,315,57.870000000000005,57.870000000000005,12,694.44,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000849,MN,75,415,No,No,0,143.2,92,24.34,209.1,142,17.77,173.0,96,7.79,11.9,9,3.21,1,0,train,0,0,537.1999999999999,339,53.11,53.11,6,318.66,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000850,MO,164,408,No,Yes,25,219.1,88,37.25,151.5,99,12.88,50.1,60,2.25,14.3,6,3.86,1,0,train,0,1,435.00000000000006,253,56.24,56.24,12,674.88,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000851,ME,177,415,No,No,0,232.8,106,39.58,175.2,97,14.89,212.2,77,9.55,12.5,7,3.38,2,0,train,0,0,632.7,287,67.39999999999999,67.39999999999999,18,1213.2,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000852,NH,110,408,No,No,0,162.0,81,27.54,247.5,89,21.04,155.5,99,7.0,8.9,8,2.4,0,0,train,0,0,573.9,277,57.98,57.98,12,695.76,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000853,MN,158,408,No,No,0,209.9,112,35.68,221.3,82,18.81,210.0,93,9.45,8.2,3,2.21,1,0,train,0,0,649.4000000000001,290,66.14999999999999,66.14999999999999,18,1190.7,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000854,OH,114,415,No,No,0,191.5,88,32.56,175.2,78,14.89,220.3,118,9.91,0.0,0,0.0,0,0,train,0,0,587.0,284,57.36,57.36,12,688.32,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000855,NC,64,408,No,Yes,19,291.1,150,49.49,226.7,123,19.27,219.1,67,9.86,7.5,2,2.03,1,0,train,0,1,744.4,342,80.65,80.65,18,1451.7,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000856,KY,111,415,No,No,0,255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,12.3,5,3.32,3,0,train,0,0,643.5999999999999,315,71.88,71.88,18,1293.84,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000857,MT,60,408,No,No,0,252.7,97,42.96,221.1,121,18.79,109.9,100,4.95,12.4,4,3.35,2,0,train,0,0,596.0999999999999,322,70.05,70.05,18,1260.9,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000858,NJ,113,408,No,No,0,132.1,72,22.46,247.5,107,21.04,246.2,123,11.08,6.9,6,1.86,3,0,train,0,0,632.6999999999999,308,56.44,56.44,12,677.28,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000859,FL,109,408,No,No,0,217.0,115,36.89,207.0,142,17.6,268.0,106,12.06,8.2,4,2.21,1,0,train,0,0,700.2,367,68.75999999999999,68.75999999999999,18,1237.68,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000860,IN,105,510,No,Yes,42,101.9,79,17.32,223.1,97,18.96,241.6,77,10.87,12.9,2,3.48,0,0,train,0,1,579.5,255,50.629999999999995,50.629999999999995,6,303.78,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000861,DE,85,510,No,No,0,211.5,100,35.96,184.6,88,15.69,164.3,131,7.39,13.3,4,3.59,2,0,train,0,0,573.7,323,62.629999999999995,62.629999999999995,12,751.56,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000862,AL,131,510,No,No,0,153.4,86,26.08,198.5,81,16.87,164.4,83,7.4,10.4,3,2.81,0,0,train,0,0,526.6999999999999,253,53.16,53.16,6,318.96,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000863,ME,59,510,No,No,0,166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10.0,3,2.7,2,0,train,0,0,538.8000000000001,293,56.85,56.85,12,682.2,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000864,SD,148,408,No,No,0,185.2,87,31.48,170.4,96,14.48,165.1,104,7.43,9.5,13,2.57,1,0,train,0,0,530.2,300,55.96,55.96,12,671.52,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000865,VA,210,408,No,No,0,104.6,121,17.78,149.5,71,12.71,255.1,67,11.48,6.5,8,1.76,2,0,train,0,0,515.7,267,43.73,43.73,6,262.38,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000866,ID,106,510,No,No,0,274.4,120,46.65,198.6,82,16.88,160.8,62,7.24,6.0,3,1.62,1,0,train,0,0,639.8,267,72.39,72.39,18,1303.02,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000867,KY,57,415,No,Yes,29,279.9,121,47.58,223.1,109,18.96,251.7,94,11.33,13.0,2,3.51,1,0,train,0,1,767.7,326,81.38,81.38,18,1464.84,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000868,ND,98,510,No,No,0,187.2,127,31.82,195.6,88,16.63,181.8,129,8.18,5.1,4,1.38,1,0,train,0,0,569.6999999999999,348,58.010000000000005,58.010000000000005,12,696.12,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000869,HI,157,415,No,No,0,276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,2.2,4,0.59,3,0,train,0,0,595.8000000000001,297,68.45000000000002,68.45000000000002,18,1232.1,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000870,WI,116,415,No,Yes,35,200.4,104,34.07,272.8,89,23.19,214.5,100,9.65,8.3,4,2.24,1,0,train,0,1,696.0,297,69.15,69.15,18,1244.7,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000871,WV,30,510,No,No,0,162.3,96,27.59,244.0,122,20.74,180.1,89,8.1,9.1,4,2.46,2,0,train,0,0,595.5,311,58.89,58.89,12,706.68,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000872,NJ,111,510,No,No,0,176.9,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84,4,1,train,0,0,503.9,270,51.27,51.27,6,307.62,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000873,KS,52,415,No,No,0,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,0,0,train,0,0,596.8000000000001,297,58.51,58.51,12,702.12,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000874,NJ,135,510,No,Yes,28,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48,2,1,train,0,1,615.6,352,65.64,65.64,18,1181.52,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000875,NC,86,510,No,No,0,190.5,115,32.39,179.6,130,15.27,258.5,89,11.63,10.1,5,2.73,3,0,train,0,0,638.7,339,62.02,62.02,12,744.24,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000876,WY,151,510,No,No,0,235.9,104,40.1,80.6,91,6.85,212.8,116,9.58,5.8,2,1.57,3,0,train,0,0,535.0999999999999,313,58.1,58.1,12,697.2,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000877,NY,117,415,No,No,0,144.6,115,24.58,258.8,66,22.0,253.2,113,11.39,7.4,9,2.0,2,0,train,0,0,663.9999999999999,303,59.97,59.97,12,719.64,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000878,ID,82,408,No,No,0,101.0,93,17.17,155.6,104,13.23,304.4,93,13.7,13.3,2,3.59,0,0,train,0,0,574.3,292,47.69,47.69,6,286.14,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000879,IA,152,415,No,No,0,206.3,98,35.07,292.8,82,24.89,43.7,121,1.97,10.6,4,2.86,1,0,train,0,0,553.4000000000001,305,64.79,64.79,18,1166.22,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000880,TN,108,408,No,Yes,15,165.1,85,28.07,267.0,93,22.7,250.7,114,11.28,10.9,4,2.94,1,0,train,0,1,693.6999999999999,296,64.99,64.99,18,1169.82,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000881,OH,98,408,No,No,0,165.0,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38,1,1,train,0,0,552.4000000000001,343,56.4,56.4,12,676.8,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000882,MA,47,415,No,No,0,155.3,116,26.4,188.2,85,16.0,247.0,73,11.12,12.3,4,3.32,3,0,train,0,0,602.8,278,56.84,56.84,12,682.08,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000883,OK,189,415,No,No,0,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,11.3,5,3.05,3,0,train,0,0,635.4,354,66.64,66.64,18,1199.52,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000884,NE,159,415,No,No,0,189.1,105,32.15,246.1,147,20.92,242.0,106,10.89,10.4,5,2.81,1,1,train,0,0,687.6,363,66.77,66.77,18,1201.86,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000885,VA,11,408,No,Yes,24,131.5,98,22.36,230.2,111,19.57,283.7,87,12.77,10.0,3,2.7,2,0,train,0,1,655.4,299,57.400000000000006,57.400000000000006,12,688.8,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000886,MT,111,408,No,No,0,142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46,2,0,train,0,0,507.4,284,48.42,48.42,6,290.52,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000887,VT,99,408,No,Yes,19,87.7,103,14.91,223.0,86,18.96,182.3,112,8.2,7.3,4,1.97,2,0,train,0,1,500.3,305,44.040000000000006,44.040000000000006,6,264.24,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000888,VA,114,415,Yes,Yes,31,174.5,104,29.67,224.2,92,19.06,116.3,91,5.23,12.3,10,3.32,2,0,train,1,1,527.3,297,57.28000000000001,57.28000000000001,12,687.36,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_000889,AL,71,415,No,No,0,103.3,103,17.56,138.5,79,11.77,164.8,98,7.42,9.0,2,2.43,2,0,train,0,0,415.6,282,39.18,39.18,6,235.08,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000890,AL,100,408,No,Yes,25,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13.0,5,3.51,1,0,train,0,1,590.8,320,65.99,65.99,18,1187.82,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000891,WV,83,415,No,Yes,37,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,1,0,train,0,1,480.5,316,42.52,42.52,6,255.12,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000892,NV,64,408,No,No,0,148.1,73,25.18,164.9,101,14.02,216.0,125,9.72,12.3,2,3.32,5,1,train,0,0,541.3,301,52.24,52.24,6,313.44,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000893,TN,105,408,No,No,0,206.2,84,35.05,256.4,138,21.79,117.1,91,5.27,9.0,3,2.43,1,0,train,0,0,588.6999999999999,316,64.54,64.54,18,1161.72,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000894,ID,144,415,No,Yes,33,251.6,87,42.77,197.6,118,16.8,209.2,97,9.41,12.2,3,3.29,2,0,train,0,1,670.6,305,72.27000000000001,72.27000000000001,18,1300.86,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000895,WY,106,415,Yes,Yes,26,270.3,111,45.95,215.2,90,18.29,254.0,133,11.43,14.4,7,3.89,1,1,train,1,1,753.9,341,79.56000000000002,79.56000000000002,18,1432.08,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000896,TX,19,510,No,Yes,34,156.6,97,26.62,224.2,97,19.06,260.9,135,11.74,11.3,1,3.05,1,0,train,0,1,652.9999999999999,330,60.47,60.47,12,725.64,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000897,MA,46,408,No,No,0,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67,1,0,train,0,0,549.8000000000001,277,54.17,54.17,6,325.02,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000898,IL,127,510,No,No,0,220.2,108,37.43,188.4,124,16.01,172.7,113,7.77,11.7,3,3.16,2,0,train,0,0,593.0,348,64.36999999999999,64.36999999999999,18,1158.66,The service works well and I have no major complaints.,service_quality,positive,1
